resource_position,stability_position,maintenance_position,retention_position,export_position,agency_position,continuity_position
3.516760557486222627e-01,1.712698727827320633e-01,3.187821636276054194e-01,7.540843229745923804e-01,2.459156770254075086e-01,0.000000000000000000e+00,0.000000000000000000e+00
