resource_position,stability_position,maintenance_position,retention_position,export_position,agency_position,continuity_position
6.883765364565205269e-01,6.363184551025993230e-01,6.803730439103194971e-01,8.097014592419101708e-01,5.363007608835684836e-01,5.760762432032348057e-01,6.189330290749841534e-01
