generation,environment,identity_closure,historical_present_distance,identity_step_distance,raw_perspective_step_distance,self_index_similarity,ablated_self_index_similarity,transverse_adaptation
49,perspective_A,True,0.09829121999691355,0.0034401926998919702,0.003755853146500338,0.9381962347423379,0.8954454902455077,0.0653052140383953
50,perspective_A,True,0.09843658673768786,0.003445280535819075,0.0037134514047045216,0.9366819671048574,0.8934751701937398,0.06503130856545267
51,perspective_A,True,0.09857359812265847,0.0034500759342930417,0.0036946544741394893,0.9351436294921961,0.8915206389171388,0.06476497362215955
52,perspective_A,True,0.09862905627911593,0.003452016969769068,0.0036084266721084484,0.9335846733598376,0.8896325970703699,0.06443427003657255
53,perspective_A,True,0.09867288197270906,0.0034535508690448163,0.003584374575566775,0.9320067377732077,0.887753445083189,0.06412250900672381
54,perspective_A,True,0.09866170102015842,0.0034531595357055454,0.0035246901991882644,0.9304122492483518,0.8859149426015702,0.06377522562549531
55,perspective_A,True,0.09860967007939798,0.003451338452778935,0.0034764262190197463,0.9288032822155939,0.8841081404862053,0.06340711070138672
56,perspective_B,True,0.09848470411748879,0.0034469646441121007,0.0034048331426458677,0.9271818725341274,0.8823373893430573,0.06299224777960347
57,perspective_B,True,0.09827395792866787,0.003439588527503377,0.003313743326605627,0.9255504303923497,0.8806127154303203,0.06252820561893398
58,perspective_B,True,0.09798517580600408,0.0034294811532101445,0.003226958300110129,0.9239113924018141,0.8789371402216299,0.06201763697314647
59,perspective_B,True,0.09764816862366386,0.0034176859018282273,0.003164461743914261,0.9222665897362833,0.8772940810451999,0.061488510966662954
60,perspective_B,True,0.09730800905865734,0.0034057803170530108,0.0031391062597226392,0.9206166620415566,0.875647315409555,0.06099459542672105
61,perspective_B,True,0.09696633943123156,0.003393821880093102,0.00311809492020052,0.9189624198948556,0.8740058905617193,0.06052282999076075
62,perspective_B,True,0.0965889270247088,0.003380612445864809,0.003066667614189073,0.9173053768715704,0.8723939169712892,0.060035802703016096
63,perspective_B,True,0.09615899198503039,0.00336556471947606,0.0029992201664568443,0.9156474265782684,0.8708254214124915,0.05951365587653449
64,perspective_C,True,0.09560016942856955,0.003346005929999932,0.002864671362534388,0.9139914878236455,0.8693297633956579,0.058912117171219386
65,perspective_C,True,0.09496555106708446,0.003323794287347967,0.0027725380540523847,0.9123396346277068,0.8678857386528667,0.05826826188884068
66,perspective_C,True,0.0943241393649007,0.0033013448777715303,0.002740326859276147,0.9106931232224041,0.8664744703980531,0.0576173724617165
67,perspective_C,True,0.0936745733362663,0.003278610066769339,0.0027046011195291956,0.909052528171428,0.8650747873765553,0.05698314236983945
68,perspective_C,True,0.09300029681626323,0.0032550103885692094,0.00265549490300574,0.9074189486709452,0.8637045946468912,0.05634057746476138
69,perspective_C,True,0.09230340039552572,0.003230619013843399,0.002605649996551831,0.9057931772016512,0.8623543582443608,0.05570500496173144
70,perspective_C,True,0.09162691405256018,0.0032069419918396235,0.0025934567979153302,0.9041750726759104,0.8609994662461568,0.055108279336464124
71,perspective_C,True,0.0909554367661257,0.003183440286814392,0.002575039908249215,0.902565352691882,0.8596689954695415,0.054508725046220445
72,perspective_A,True,0.0903351876021122,0.0031617315660739265,0.002591751198414685,0.9009641106170074,0.8583472225007918,0.05393302279956677
73,perspective_A,True,0.08975377764138733,0.0031413822174485642,0.0026010169084088606,0.8993715263331317,0.8570351398789737,0.05338201622630907
74,perspective_A,True,0.08921988433847998,0.0031226959518467763,0.002622941763220601,0.8977871694850098,0.8557152398720741,0.05287265620592192
75,perspective_A,True,0.08868480169381697,0.0031039680592836105,0.002601766910152434,0.896211681152844,0.8544185225219513,0.05235966103178351
76,perspective_A,True,0.08815661208218362,0.0030854814228764103,0.0025885159487235407,0.8946453001464199,0.8531336414538442,0.05185695956268793
77,perspective_A,True,0.08759581901785427,0.003065853665624919,0.0025374945879980304,0.8930892065255894,0.8518881947067939,0.05132659127398903
78,perspective_A,True,0.08701263222750986,0.0030454421279628454,0.002495448202499054,0.8915442182713339,0.8506726874612158,0.05078177723013977
79,perspective_A,True,0.08640889401649218,0.0030243112905772255,0.0024544857409050684,0.8900110558443824,0.8494851459239696,0.0502255190500879
80,perspective_B,True,0.08576517571196479,0.0030017811499187925,0.0023944265990539114,0.8884900075605622,0.8483121994233916,0.04966605244703667
81,perspective_B,True,0.08508086036675648,0.0029778301128364822,0.002331352244492161,0.88698154048656,0.8471602754868118,0.049095048742285735
82,perspective_B,True,0.0843643164831686,0.0029527510769109173,0.002274994652033672,0.8854862107770336,0.8460324359142201,0.048515587933818216
83,perspective_B,True,0.0836240243480337,0.002926840852181179,0.002225935606603216,0.8840045554850418,0.8449294819827723,0.047928492258611295
84,perspective_B,True,0.08292435652239029,0.0029023524782836665,0.002240256937829049,0.8825355589887255,0.8438088159556001,0.04738925159183446
85,perspective_B,True,0.08221204919881359,0.0028774217219584607,0.002202434931889111,0.8810795341570189,0.8427069265167317,0.04684945762381961
86,perspective_B,True,0.081476326846647,0.0028516714396326424,0.0021537012527389474,0.87963710006226,0.8416331184418181,0.04629682162848992
87,perspective_B,True,0.0807417226028521,0.0028259602910998363,0.00212809460176227,0.8782082873112023,0.8405715642216293,0.04575344997839971
88,perspective_C,True,0.07998188854738406,0.0027993660991584204,0.002083355489841084,0.8767931049462537,0.8395198711856074,0.04521856895592038
89,perspective_C,True,0.07918480156630443,0.002771468054820662,0.002024364891756838,0.8753928073206528,0.8385158296976031,0.044648222911374484
90,perspective_C,True,0.07837103128512224,0.0027429860949792764,0.001980932211841316,0.8740076432855349,0.8375313984289084,0.044076728863656454
91,perspective_C,True,0.07755983976175956,0.0027145943916616023,0.0019539819338652833,0.8726374921266495,0.8365568936034428,0.043517908022038844
92,perspective_C,True,0.0767579745506905,0.002686529109274148,0.001933637456436054,0.8712820903570304,0.8355884731735062,0.042976395950157585
93,perspective_C,True,0.07593775052594678,0.002657821268408148,0.0018870984573795934,0.8699420518431387,0.8346510938866766,0.04241960682518148
94,perspective_C,True,0.07510898616701545,0.002628814515845548,0.0018499866629349876,0.868617642201571,0.8337354448333557,0.041859792264177687
95,perspective_C,True,0.0742988509951444,0.0026004597848300662,0.0018365633974058997,0.8673084573987346,0.8328232203342076,0.041321203770903286
96,perspective_C,True,0.07348602970840301,0.002572011039794107,0.0018051288178919697,0.8660145446852242,0.8319265850171923,0.040786316719187886
97,perspective_C,True,0.07267369359689098,0.002543579275891201,0.001776506235287664,0.864735885377328,0.831043895349183,0.040257142458186124
98,perspective_C,True,0.07185648754320137,0.0025149770640120373,0.001742601572192181,0.8634727580207491,0.8301839000855525,0.03972293417515047
99,perspective_C,True,0.0710459236104861,0.002486607326366999,0.0017194594358573405,0.8622249769778764,0.8293336160671785,0.03919970458246963
100,perspective_C,True,0.07024779139497533,0.0024586726988241304,0.0017017581802075618,0.8609923090649555,0.8284918835671891,0.038688840775713086
101,perspective_C,True,0.069428865901478,0.0024300103065517395,0.001654803796091106,0.8597754000337382,0.827683047356738,0.038158711498791575
102,perspective_C,True,0.06861949351413273,0.0024016822729946347,0.0016338696805308047,0.8585740358894162,0.8268836949940661,0.03763969372211406
103,perspective_C,True,0.06782824371138194,0.002373988529898379,0.001621238579901584,0.8573878098388641,0.826088424365521,0.03713806622953564
104,perspective_C,True,0.0670412322628555,0.0023464431291999634,0.0015968734131164561,0.8562167037677545,0.8253077551948725,0.03663982342440886
105,perspective_C,True,0.06625859744502252,0.002319050910575761,0.0015731391692859866,0.8550605949060724,0.8245385892254101,0.03614825556940311
106,perspective_C,True,0.06547449138893796,0.0022916071986127996,0.001544047264840103,0.8539195940305367,0.8237875030802323,0.03565513648071772
107,perspective_C,True,0.06470303630848465,0.002264606270796941,0.0015279522655872824,0.8527934203064977,0.8230437481600958,0.03517374613176012
108,perspective_C,True,0.06393970733856764,0.0022378897568498747,0.001508277593280485,0.8516819156927279,0.8223104979005005,0.03469960042725196
109,perspective_C,True,0.06317964780784889,0.0022112876732747126,0.0014843597448779672,0.8505850378949839,0.8215908088223414,0.03422852012527374
110,perspective_C,True,0.06243163972405469,0.0021851073903419362,0.0014690249545266801,0.8495025169020515,0.8208783773754148,0.03376805736170597
111,perspective_C,True,0.06168144995076066,0.0021588507482766138,0.0014406943552729486,0.848434364039484,0.8201805486288897,0.03330848715565467
112,perspective_C,True,0.06093004243719441,0.002132551485301804,0.0014131895859919876,0.8473806122836165,0.8194980586653158,0.032848966427950745
113,perspective_C,True,0.060191649352746145,0.0021067077273461046,0.0013991960819330332,0.8463409415835752,0.8188212465599384,0.032401296862609126
114,perspective_C,True,0.05945136442085114,0.002080797754729786,0.0013712778119717218,0.8453154699967395,0.8181620179699983,0.031950555856374435
115,perspective_C,True,0.05870757448382907,0.002054765106934041,0.0013423806323921285,0.844304215148495,0.8175174378355121,0.03150014405847251
116,perspective_C,True,0.05798336141610481,0.0020294176495636662,0.0013350838391497947,0.8433066249277684,0.8168718818994446,0.031068987801644625
117,perspective_C,True,0.05725788749203733,0.0020040260622213096,0.0013082710522218045,0.8423227773467138,0.8162423858893033,0.03063587158533608
118,perspective_C,True,0.05652597943745775,0.0019784092803110127,0.0012771370659635044,0.8413528123604485,0.8156306029000494,0.030198767808552136
119,perspective_C,True,0.05581492027327331,0.0019535222095645654,0.001271276064417352,0.840396196032283,0.8150181589514217,0.029779919361986828
120,perspective_C,True,0.055107903071571554,0.0019287766075050024,0.0012505557779164973,0.8394527565038352,0.8144143807359449,0.029367267042417343
