generation,environment,reward,maintenance,environment_match,world_coherent,organism_coherent,world_self_distance,world_self_corridor,self_mediator_strength,self_reference_reachable,organism_recurrent_coupling,policy_to_self_coupling,recurrent_rho,self_model_closure,self_model_action_used,self_model_action_intervention,action_source,chosen_candidate_index,candidate_count,prediction_error,persistence_baseline_error,policy_change_norm,memory_slots,mean_resource,retained_fraction,export_fraction,self_model_excess_export_norm,self_model_excess_exports_total
56,self_world_B,0.8013741561640337,0.5985040509913779,0.8457776333557042,True,True,0.9201616389828396,True,0.3622503326015009,False,1.4596337262377603,0.6820299785289837,0.9953881765884112,False,False,False,model_free,0,2,0.010866625343492373,0.020400896572345298,0.05582459186558191,3,0.611517789958744,0.9634873428076423,0.036512657192357675,0.0,0
57,self_world_B,0.8050790955803251,0.5824948644469351,0.8606988941931988,True,True,0.9042520577749966,True,0.36339938876366057,False,1.4528107234506675,0.7236224453730129,0.9953781269013872,False,False,False,model_free,1,2,0.01559412860598252,0.02107041009880169,0.10087142771139913,3,0.5953154492948899,0.9617985591938559,0.03820144080614417,0.0,0
58,self_world_B,0.7941853242648076,0.5706090622685719,0.8457776333557042,True,True,0.8953951053844477,True,0.36408432617586023,False,1.4598806064659293,0.7241551131883756,0.9952846107326409,False,False,False,model_free,0,2,0.020081615812707038,0.020231893407766446,0.10087142771139913,3,0.5832600554829135,0.9603660557115208,0.03963394428847922,0.0,0
59,self_world_B,0.7920831685352498,0.5629664549877053,0.8457776333557042,True,True,0.8889659300830712,True,0.36454992199944153,False,1.4656185790337901,0.7245973750233923,0.995291448859699,False,False,False,model_free,0,2,0.004430512691128991,0.004204684346054963,7.152448122690996e-18,3,0.5755382671263605,0.95940435248379,0.04059564751621021,0.0,0
60,self_world_B,0.7833230648616236,0.5573479094163484,0.8320885311740055,True,True,0.8849460903161568,True,0.36484053917709186,False,1.4735764859175617,0.7244881476534428,0.9952987225397613,False,False,False,model_free,1,2,0.0056157210452731365,0.0032512146926423277,0.035495803411270135,3,0.5698402981067492,0.9586795774033751,0.041320422596624905,0.0,0
61,self_world_B,0.7895255569062203,0.5542513188039883,0.8457776333557042,True,True,0.8820443385639246,True,0.36505188540900374,False,1.4774970784897987,0.7250225272316655,0.9953350461274604,False,False,False,model_free,0,2,0.0052099182055337055,0.0019241384652012058,0.035495803411270135,3,0.5667689261126246,0.9582378127667595,0.04176218723324042,0.0,0
62,self_world_B,0.7888400388684551,0.5519965683485826,0.8457776333557042,True,True,0.880443583332764,True,0.365154072328477,False,1.4805143024163803,0.7255340949656841,0.9953721146931704,False,False,False,model_free,0,2,0.005645318099709257,0.001207390193465093,0.0,3,0.5645542877653748,0.9579094049085345,0.042090595091465635,0.0,0
63,self_world_B,0.7641300810384106,0.5500133545007462,0.7989616291192425,True,True,0.8792871665155002,True,0.3652260523725069,False,1.4882769160988445,0.7289061671183593,0.9954202980629205,False,False,False,model_free,1,2,0.008695435158774049,0.011026311189333407,0.06962426277224149,3,0.562571433668655,0.9575766374289787,0.04242336257102121,0.0,0
64,self_world_C,0.4872762431675435,0.5348094337095587,0.2737448976051473,True,True,0.8412527079015764,True,0.21246484296687357,False,1.4861476179424202,0.7285475014135979,0.9954715895776596,False,False,False,model_free,0,2,0.007109452127378842,0.008971192434953605,0.024964908009079672,3,0.5470782494476822,0.9556090834640427,0.04439091653595736,0.0,0
65,self_world_C,0.48524720341033833,0.525877497968567,0.2737448976051473,True,True,0.8307920550945466,True,0.2133637039813347,False,1.4852817095312056,0.7285120889023416,0.9955317180391151,False,False,False,model_free,0,2,0.003218485558445347,0.005010401141366436,0.0,3,0.5379652323845877,0.9544257388533639,0.04557426114663612,0.0,0
