generation,environment,reward,intrinsic_fitness,environment_match,maintenance,memory_slots,memory_retrieved,retrieval_similarity,retrieval_age,witness_recoveries_total,reward_baseline,policy_norm,policy_change_norm,recall_step_norm,exploration_step_norm,chosen_probe,probe_count,base_probe_reward,explore_probe_reward,spectral_novelty,spectral_mismatch,mean_resource_after_forcing,policy_formation_drive,effective_formation_drive,policy_neighbor_scale,effective_neighbor_scale,policy_resource_blend,effective_resource_blend,policy_topology_blend,effective_topology_blend,policy_export_cost,effective_export_cost
48,learning_rich,0.6807683093570043,0.7668951821783221,0.6184005738657052,0.654851763459768,2,True,1.0,1,3,0.613777254723429,0.08404510782328559,0.00777056187429273,0.00777056187429273,0.009777221535639036,recall_or_current,2,0.6807683093570043,0.6791858308417484,True,0.00041705616687641233,0.662954809197004,-0.06075989576833227,1.3983540885969175,-0.0002863995790463622,0.31992553610944796,0.03246065635319379,0.2923350494142137,-0.03757845566833427,0.1887264632994997,0.030098150262650974,0.10451472253939766
49,learning_rich,0.6807011704356609,0.766735327603695,0.6184005738657052,0.6544973761426724,2,True,1.0,2,3,0.6218081246088969,0.08404510782328559,2.168404344971009e-19,2.168404344971009e-19,0.009390667350481337,recall_or_current,2,0.6807011704356609,0.6816470534496673,True,0.00042471995239814835,0.6629754898790734,-0.06075989576833227,1.3983540885969175,-0.000286399579046362,0.31992553610944796,0.03246065635319379,0.2923350494142137,-0.03757845566833427,0.1887264632994997,0.030098150262650974,0.10451472253939766
50,learning_poor,0.44564588606585176,0.7456902110030903,0.22837240938716177,0.6140140255688807,2,True,1.0,20,4,0.6006686559837314,0.13881251573386488,0.09133989705230061,0.09133989705230061,0.009386209172367087,recall_or_current,2,0.44564588606585176,0.4443791350872912,True,0.00030185642955901816,0.5993850845443166,-0.09886877927962202,1.3659615376123213,0.004042910793725306,0.3210511568063686,0.08080141027303,0.31070453590375147,-0.039542363270319576,0.18813729101890414,-0.0372164948016791,0.09441752577974814
51,learning_poor,0.4429909595663236,0.7329773904282333,0.23300078549390624,0.589305172400257,2,True,1.0,1,4,0.5817473324136424,0.12967254151951285,0.014839984216191603,0.0,0.014839984216191603,explore,2,0.44029664491453974,0.4429909595663236,True,0.00025266793427660626,0.5624890264756511,-0.08643579860035246,1.3765295711897005,0.00966716938454373,0.3225134640399814,0.07993965363922867,0.3103770683829069,-0.034847201037284135,0.18954583968881478,-0.04056711644234636,0.09391493253364805
52,learning_poor,0.43700545345243785,0.7251177523997238,0.22837240938716177,0.5742195916239375,2,True,1.0,2,4,0.5643783069382979,0.13881251573386488,0.014839984216191603,0.014839984216191603,0.002738941293561291,recall_or_current,2,0.43700545345243785,0.4369645582525814,True,0.00022367852874594413,0.5399991603577371,-0.09886877927962202,1.3659615376123213,0.004042910793725306,0.3210511568063686,0.08080141027303,0.31070453590375147,-0.039542363270319576,0.18813729101890414,-0.0372164948016791,0.09441752577974814
53,learning_poor,0.4349685472633753,0.7202679757590986,0.22837240938716177,0.5649875121430786,2,True,1.0,3,4,0.5488491357773072,0.13881251573386488,0.0,0.0,0.012874866488469772,recall_or_current,2,0.4349685472633753,0.4362381016955829,True,0.00020780562393678378,0.5262852212689703,-0.09886877927962202,1.3659615376123213,0.004042910793725306,0.3210511568063686,0.08080141027303,0.31070453590375147,-0.039542363270319576,0.18813729101890414,-0.0372164948016791,0.09441752577974814
54,learning_poor,0.43334297737701793,0.7163975712677716,0.22837240938716177,0.559292141538882,2,True,1.0,4,4,0.5349883967692725,0.13881251573386488,0.0,0.0,0.00970457974937668,recall_or_current,2,0.43334297737701793,0.43475907637004507,True,0.00019570100974939208,0.5179167476435794,-0.09886877927962202,1.3659615376123213,0.004042910793725306,0.3210511568063686,0.08080141027303,0.31070453590375147,-0.039542363270319576,0.18813729101890414,-0.0372164948016791,0.09441752577974814
55,learning_poor,0.43260170164103284,0.7146326290392356,0.22837240938716177,0.5557532213046356,2,True,1.0,5,4,0.5227019933538837,0.13881251573386488,0.0,0.0,0.008894819917359615,recall_or_current,2,0.43260170164103284,0.4343587113728804,True,0.00019305274741496654,0.51278712359898,-0.09886877927962202,1.3659615376123213,0.004042910793725306,0.3210511568063686,0.08080141027303,0.31070453590375147,-0.039542363270319576,0.18813729101890414,-0.0372164948016791,0.09441752577974814
56,learning_poor,0.43210625090260724,0.7134529844239367,0.22837240938716177,0.5537278329871864,2,True,1.0,6,4,0.5118305042597305,0.13881251573386488,0.0,0.0,0.00567219967174278,recall_or_current,2,0.43210625090260724,0.4327367013836583,True,0.0001862103379773078,0.5096150292092511,-0.09886877927962202,1.3659615376123213,0.004042910793725306,0.3210511568063686,0.08080141027303,0.31070453590375147,-0.039542363270319576,0.18813729101890414,-0.0372164948016791,0.09441752577974814
57,learning_poor,0.4319724580060407,0.713134429908302,0.22837240938716177,0.5531315425384911,2,True,1.0,7,4,0.5022475387092877,0.13881251573386488,0.0,0.0,0.008077572332667949,recall_or_current,2,0.4319724580060407,0.4339606423382134,True,0.00017783395949676241,0.5078213035245742,-0.09886877927962202,1.3659615376123213,0.004042910793725306,0.3210511568063686,0.08080141027303,0.31070453590375147,-0.039542363270319576,0.18813729101890414,-0.0372164948016791,0.09441752577974814
58,learning_poor,0.4319435775175932,0.7130656668405699,0.22837240938716177,0.5529740285413651,2,True,1.0,8,4,0.4938110633662844,0.13881251573386488,0.0,0.0,0.008057403013589022,recall_or_current,2,0.4319435775175932,0.4317971810106713,True,0.00017496141286278672,0.5073111541141767,-0.09886877927962202,1.3659615376123213,0.004042910793725306,0.3210511568063686,0.08080141027303,0.31070453590375147,-0.039542363270319576,0.18813729101890414,-0.0372164948016791,0.09441752577974814
59,learning_poor,0.4315100444515052,0.7120334452546461,0.22837240938716177,0.5531421103959843,2,True,1.0,9,4,0.4863349410965109,0.13881251573386488,0.0,0.0,0.013537490085564234,recall_or_current,2,0.4315100444515052,0.4313011895778311,True,0.0001710527062768325,0.5071919079893271,-0.09886877927962202,1.3659615376123213,0.004042910793725306,0.3210511568063686,0.08080141027303,0.31070453590375147,-0.039542363270319576,0.18813729101890414,-0.0372164948016791,0.09441752577974814
60,learning_poor,0.4316111076555419,0.7122740719309238,0.22837240938716177,0.553151259376118,2,True,1.0,10,4,0.4797680810835946,0.13881251573386488,0.0,0.0,0.0054627548860697915,recall_or_current,2,0.4316111076555419,0.4319721811424557,True,0.00017321506689213566,0.5073699548804044,-0.09886877927962202,1.3659615376123213,0.004042910793725306,0.3210511568063686,0.08080141027303,0.31070453590375147,-0.039542363270319576,0.18813729101890414,-0.0372164948016791,0.09441752577974814
