resource_position,stability_position,maintenance_position,retention_position,export_position,agency_position,continuity_position
6.512859885061668130e-01,5.733499045798142735e-01,6.359867369579361718e-01,8.044161736005477348e-01,4.988087021377687336e-01,5.012545260886223097e-01,5.450861129036863595e-01
