resource_position,stability_position,maintenance_position,retention_position,export_position,agency_position,continuity_position
6.687915756191645800e-01,5.927616595665816668e-01,6.525303088579893496e-01,8.065440530167269362e-01,5.108939119307663868e-01,5.266816334275282729e-01,5.650860621764977054e-01
