actual_quadratic_ratio,alpha_bound,alpha_bound_verified,bound_satisfied,carrier_id,contraction_constant,depth,lambda_keep,lambda_up,lambda_up_bound,lambda_up_bound_verified,local_small_load_parameter,predicted_steps_to_numerical_floor,projector_norm,reason,rho_mass,state_index,success,successor_bound_verified,successor_y_norm,theorem_applicable,y_norm
1.0973700099696517,2.2142088327232854e-06,True,True,annual-sunspots,2.0004684384071503,3,1.208215892392529,2.6910428057470493e-07,2.6752423007721844e-06,True,0.002976043651652231,2,1.0,,1.208781867120655,5,True,True,2.428668687149139e-06,True,0.0014876733841508998
,,,,annual-sunspots,,4,1.2053279856937387,2.44621845483858e-13,,,,,,dual persistent load below admissibility threshold,,5,False,,,False,2.428668687149139e-06
0.1400841806862372,0.2853432471370758,True,True,annual-sunspots,2.1194775144538403,1,0.8932738595360448,0.009392187729191013,0.2548896636626832,True,1.0700521048098721,,1.0,,1.0,6,True,True,0.03570600969957754,True,0.5048659858444449
1.1052353882837904,0.0012943612320099884,True,True,annual-sunspots,2.015249675768848,2,1.1985846691264896,0.00028400090381757825,0.0015514015289988475,True,0.07195652447007297,3,1.0,,1.21686269671218,6,True,True,0.0014090857382019577,True,0.03570600969957754
1.1065001820079692,1.9864322804143367e-06,True,True,annual-sunspots,2.0004581477955066,3,1.2129330145648183,2.6400073080917845e-07,2.4094092941118276e-06,True,0.0028188170459285526,2,1.0000000000000004,,1.2134887171515363,6,True,True,2.196981137759938e-06,True,0.0014090857382019577
,,,,annual-sunspots,,4,1.2092618309979124,2.4936520194555413e-13,,,,,,dual persistent load below admissibility threshold,,6,False,,,False,2.196981137759938e-06
0.16195521811577537,0.31265336821199474,True,True,annual-sunspots,2.2413770740562713,1,0.805557006729988,0.012925704252521765,0.25186011144090326,True,1.124850021687219,,1.0000000000000002,,1.0,7,True,True,0.04079005928307498,True,0.5018566642388076
1.1318834840834713,0.0016960594723645713,True,True,annual-sunspots,2.0193713039509644,2,1.1917714419235492,0.00044926282683228934,0.002021315242968019,True,0.08237027520270025,4,1.0000000000000002,,1.2148576087651282,7,True,True,0.001883260493357123,True,0.04079005928307498
1.1449595199864824,3.5492406396188096e-06,True,True,annual-sunspots,2.000724779502149,3,1.2129596917663472,6.421835790011751e-07,4.3050858322366245e-06,True,0.0037678859353170386,2,1.0000000000000004,,1.2138388200878703,7,True,True,4.060793679033456e-06,True,0.001883260493357123
,,,,annual-sunspots,,4,1.2126151553841378,1.378305496234818e-12,,,,,,dual persistent load below admissibility threshold,,7,False,,,False,4.060793679033456e-06
0.24818831677824055,0.3606412661647959,True,True,annual-sunspots,2.443692368878534,1,0.6926683423399993,0.02435364913315495,0.24980478801376768,True,1.2213690532382788,,1.0000000000000002,,1.0000000000000002,8,True,True,0.061998629860282185,True,0.49980474989116264
1.1624272536275406,0.003976972043453455,True,True,annual-sunspots,2.0346378313504294,2,1.1735915534305246,0.0014102043441240942,0.0046673407984263076,True,0.1261447578056225,4,1.0000000000000002,,1.2142422197325384,8,True,True,0.004468172871845562,True,0.061998629860282185
1.2411241560068529,2.0009326429078322e-05,True,True,annual-sunspots,2.0022418523936896,3,1.2110766067829006,6.098969340904213e-06,2.4232827155739587e-05,True,0.00894636272773929,3,1.0000000000000002,,1.213791661772757,8,True,True,2.4778508617698826e-05,True,0.004468172871845562
,,,,annual-sunspots,,4,1.2132610973229117,1.223336847824713e-10,,,,,,numerical successor admissibility boundary: reduced closure requires Y positive definite,,8,False,,,False,2.4778508617698826e-05
0.26723334086036526,0.48994579081097805,True,True,annual-sunspots,2.976845607011264,1,0.5058563989283267,0.01654662008139037,0.24784221340973261,True,1.481985485512605,,1.0,,1.0,9,True,True,0.06623170269571046,True,0.49783753716421647
1.0932798179354724,0.004529912230531155,True,True,annual-sunspots,2.0326614081496386,2,1.174087943095617,0.001257840940630463,0.005318515333148002,True,0.13462662606561104,4,1.0,,1.2124353086086324,9,True,True,0.004795823277188965,True,0.06623170269571046
1.1647858220133827,2.3046055304704964e-05,True,True,annual-sunspots,2.002005850318615,3,1.2088448875285336,4.8930977329933516e-06,2.7859106132792437e-05,True,0.0096012662580265,3,1.0000000000000002,,1.2112696494313382,9,True,True,2.6789981778770027e-05,True,0.004795823277188965
,,,,annual-sunspots,,4,1.2098764705962366,7.941753682928302e-11,,,,,,dual persistent load below admissibility threshold,,9,False,,,False,2.6789981778770027e-05
0.2719190184483066,0.5365116413932056,True,True,annual-sunspots,3.1818905511939626,1,0.45831813124301124,0.015377486228168164,0.2458930128734546,True,1.577823176601633,,1.0000000000000002,,1.0,10,True,True,0.0668629867038466,True,0.4958760055431747
1.095785949139419,0.004619313963268354,True,True,annual-sunspots,2.03325124385694,2,1.1702695674943302,0.0013006762161132661,0.005405842553914577,True,0.13594925088358614,4,1.0000000000000002,,1.2091824862614384,10,True,True,0.0048988853056864306,True,0.0668629867038466
1.1697599402857395,2.404895263535484e-05,True,True,annual-sunspots,2.0020782214494854,3,1.2052063340225854,5.2425672119249364e-06,2.89839500427388e-05,True,0.009807951579893708,3,1.0000000000000002,,1.2077110196770058,10,True,True,2.8073159157152068e-05,True,0.0048988853056864306
,,,,annual-sunspots,,4,1.2059612175617926,9.150377636537535e-11,,,,,,dual persistent load below admissibility threshold,,10,False,,,False,2.8073159157152068e-05
0.2547992321811788,0.5760082639240277,True,True,annual-sunspots,3.3619516016916364,1,0.4233787005981823,0.012952398294910857,0.2438696303139697,True,1.6602378744399864,,1.0000000000000002,,0.9999999999999999,11,True,True,0.0621377945563074,True,0.4938315809200235
1.1041482076991684,0.003979886205589439,True,True,annual-sunspots,2.0307633896272748,2,1.1695310113594974,0.001114548048829527,0.004654600339118729,True,0.12618715829713004,4,1.0000000000000002,,1.2055097495431295,11,True,True,0.004263232731167567,True,0.0621377945563074
1.1680769390920127,1.8207694940587813e-05,True,True,annual-sunspots,2.001790445445837,3,1.2014075816198901,3.888110501252457e-06,2.1874862745444314e-05,True,0.008534098547963196,3,1.0000000000000002,,1.2035586363529942,11,True,True,2.1229977457668658e-05,True,0.004263232731167567
,,,,annual-sunspots,,4,1.201223048617616,5.067249880579649e-11,,,,,,dual persistent load below admissibility threshold,,11,False,,,False,2.1229977457668658e-05
0.1937197065058597,0.6506203826684909,True,True,annual-sunspots,3.6803508460746093,1,0.3730854867244361,0.007505140714901207,0.24273702214071277,True,1.8132481023391607,,0.9999999999999999,,1.0,12,True,True,0.04702294468720525,True,0.4926834908343416
1.1151704480886293,0.0022599951490060296,True,True,annual-sunspots,2.022086995507954,2,1.1786972051189943,0.0005815053974241589,0.002663849965715892,True,0.09508448494248757,4,1.0,,1.2047310849936959,12,True,True,0.0024658173072074556,True,0.04702294468720525
1.1428373300374133,6.085986571963288e-06,True,True,annual-sunspots,2.00094265445224,3,1.20056794271043,1.0838782636839138e-06,7.3066403780652675e-06,True,0.004933959028077961,2,1.0,,1.2016996634268433,12,True,True,6.948742381602583e-06,True,0.0024658173072074556
,,,,annual-sunspots,,4,1.197988072571831,3.9843495702767695e-12,,,,,,dual persistent load below admissibility threshold,,12,False,,,False,6.948742381602583e-06
0.1845091949414889,0.5717640235309717,True,True,annual-sunspots,3.3770482270427173,1,0.42068982388468373,0.00853887002845458,0.24053530636284262,True,1.6562530035733953,,1.0000000000000002,,1.0,13,True,True,0.04438097573201249,True,0.49044398901693415
1.1437714767724907,0.0020130012673070957,True,True,annual-sunspots,2.0219987298534945,2,1.1843974212712105,0.0005789200097782107,0.002384193510014203,True,0.08973827655978801,4,1.0,,1.2104526601809313,13,True,True,0.002252853516347117,True,0.04438097573201249
1.1691732375913293,5.0800906622175774e-06,True,True,annual-sunspots,2.0009342601132785,3,1.2066447602927814,1.068345540460976e-06,6.129864779377126e-06,True,0.004507811783875616,2,1.0000000000000002,,1.2077720803632184,13,True,True,5.933962182621485e-06,True,0.002252853516347117
,,,,annual-sunspots,,4,1.204502671839998,3.847172885202812e-12,,,,,,dual persistent load below admissibility threshold,,13,False,,,False,5.933962182621485e-06
0.20241920969419935,0.5504170557601721,True,True,annual-sunspots,3.326869453166654,1,0.42976196994596894,0.010001068291193002,0.23654831817535177,True,1.6180639861408357,,1.0000000000000002,,1.0,14,True,True,0.04788192361954672,True,0.4863623321921135
1.1428535626120897,0.0023479442571870406,True,True,annual-sunspots,2.024105274699097,2,1.185623226139299,0.0006949305117623719,0.002783777245001339,True,0.09691805416106379,4,1.0000000000000002,,1.2142029996950152,14,True,True,0.002620195916800871,True,0.04788192361954672
1.1775318891361062,6.873085887624666e-06,True,True,annual-sunspots,2.001115625525351,3,1.2106742840273839,1.5269781917548352e-06,8.321068336058709e-06,True,0.005243314991047946,2,1.0,,1.212024943161531,14,True,True,8.084258803974126e-06,True,0.002620195916800871
,,,,annual-sunspots,,4,1.2093410686081534,7.838365164496505e-12,,,,,,dual persistent load below admissibility threshold,,14,False,,,False,8.084258803974126e-06
0.16762728321201623,0.4572507739802086,True,True,annual-sunspots,2.9831606031141535,1,0.5042455958582994,0.008832143518918114,0.23056668898231886,True,1.432434975014134,,1.0000000000000002,,1.0,15,True,True,0.038649267673296024,True,0.4801736029628439
1.1460339923935619,0.0015217358118770747,True,True,annual-sunspots,2.018724433561336,2,1.1928810129178427,0.00042189674863529335,0.0018152497566652805,True,0.07802222099133496,3,1.0000000000000002,,1.2152170341908008,15,True,True,0.001711906488545749,True,0.038649267673296024
1.1563626806964586,2.9326179057554515e-06,True,True,annual-sunspots,2.000680428587609,3,1.2124317672969265,5.696665985625003e-07,3.5555991102816933e-06,True,0.003424977807205618,2,1.0,,1.2132567405319206,15,True,True,3.388864022997042e-06,True,0.001711906488545749
,,,,annual-sunspots,,4,1.210800126389843,1.0976118864900546e-12,,,,,,dual persistent load below admissibility threshold,,15,False,,,False,3.388864022997042e-06
0.08032060897306309,0.38910067463090403,True,True,annual-sunspots,2.728981262559589,1,0.5783752673638567,0.004392766817452947,0.22504620672110612,True,1.2946023836178597,,1.0000000000000002,,1.0,16,True,True,0.018075848370917087,True,0.4743903526855348
1.2390302066435364,0.0003298648515488291,True,True,annual-sunspots,2.0095751750716095,2,1.209476407031108,0.0001123683599795791,0.0003989637554571276,True,0.036324776154553574,3,1.0,,1.2210573553734119,16,True,True,0.0004048361382796433,True,0.018075848370917087
1.2056764848766506,1.6392211526243873e-07,True,True,annual-sunspots,2.0001819268231156,3,1.2181014529089569,4.1255662669737795e-08,1.9967376676508613e-07,True,0.0008097459271118062,2,1.0,,1.2183230582365174,16,True,True,1.9760109078447163e-07,True,0.0004048361382796433
,,,,annual-sunspots,,4,1.2146660119368802,5.8043527767630245e-15,,,,,,dual persistent load below admissibility threshold,,16,False,,,False,1.9760109078447163e-07
0.0761793931404835,0.3114957760046153,True,True,annual-sunspots,2.403848430100694,1,0.7123276121256724,0.005267898716936977,0.22188704230860096,True,1.1323300978270026,,1.0000000000000004,,1.0,17,True,True,0.01690322022880601,True,0.4710488746495431
1.247969142095698,0.0002883133316445051,True,True,annual-sunspots,2.009080526201636,2,1.2060962709896865,0.00010014972399679488,0.0003477336341730504,True,0.03395993059179171,3,1.0,,1.217048259780104,17,True,True,0.00035656831323613156,True,0.01690322022880601
1.2104628995068776,1.2716167533604163e-07,True,True,annual-sunspots,2.000162916275409,3,1.2153873062028404,3.265530632114557e-08,1.545506860389118e-07,True,0.0007131947172537844,2,1.0,,1.2155853125759462,17,True,True,1.5389941751352828e-07,True,0.00035656831323613156
,,,,annual-sunspots,,4,1.2136201141581122,3.580956055382417e-15,,,,,,dual persistent load below admissibility threshold,,17,False,,,False,1.5389941751352828e-07
0.09565056949300889,0.312782985896393,True,True,annual-sunspots,2.4137678646287153,1,0.7073297003130152,0.005365420554284102,0.22124069567710572,True,1.1353454106714969,,1.0000000000000002,,0.9999999999999999,18,True,True,0.021161798536544634,True,0.4703623025680372
1.1431808013294484,0.0004519526070550561,True,True,annual-sunspots,2.009224406932848,2,1.2134229835848664,0.00010442944672141602,0.0005484096808917049,True,0.0425188021142213,3,1.0000000000000002,,1.2246160909671224,18,True,True,0.0005119411896372328,True,0.021161798536544634
1.1100195959903307,2.6212797828984997e-07,True,True,annual-sunspots,2.0001686355500032,3,1.222596817344147,3.561706025945406e-08,3.204768319940262e-07,True,0.0010239687107585493,2,1.0000000000000002,,1.222802990630871,18,True,True,2.909181334196265e-07,True,0.0005119411896372328
,,,,annual-sunspots,,4,1.2204291779611796,4.406897323569086e-15,,,,,,dual persistent load below admissibility threshold,,18,False,,,False,2.909181334196265e-07
0.0928050020306407,0.3421861955736282,True,True,annual-sunspots,2.5391566501658196,1,0.6497064479383997,0.002859679627835,0.22232057765969654,True,1.1972347837074588,,1.0000000000000002,,1.0,19,True,True,0.02063246166116135,True,0.47150883094561075
1.0539696279809447,0.00042843892377108806,True,True,annual-sunspots,2.0064375367493383,2,1.2164087237374281,5.072393378409841e-05,0.0005211568444638265,True,0.041397745552495736,3,1.0,,1.2242393995987033,19,True,True,0.00044867326248388453,True,0.02063246166116135
1.0332478627975177,2.0132425240082425e-07,True,True,annual-sunspots,2.0000822419270694,3,1.2232606375017578,8.415718470792938e-09,2.462720333363971e-07,True,0.0008973834247215002,2,1.0,,1.2233612408138945,19,True,True,2.080007471401829e-07,True,0.00044867326248388453
,,,,annual-sunspots,,4,1.2223570592590822,2.5415279180067563e-16,,,,,,dual persistent load below admissibility threshold,,19,False,,,False,2.080007471401829e-07
0.10491099197613342,0.3319001501958195,True,True,annual-sunspots,2.4902407226336365,1,0.6710325283775262,0.003884400942288576,0.22271579695478147,True,1.1752136899374734,,1.0000000000000002,,1.0000000000000002,20,True,True,0.023365335187281233,True,0.471927745481002
1.0609578053920052,0.0005501731045874375,True,True,annual-sunspots,2.007755842756937,2,1.2136160396482354,7.366591824995e-05,0.0006676989043103804,True,0.04691188824023815,3,1.0000000000000004,,1.2230286548190417,20,True,True,0.000579218124929871,True,0.023365335187281233
1.042222119831643,3.3553367491243085e-07,True,True,annual-sunspots,2.0001193425473094,3,1.2214955098575357,1.7797717818177867e-08,4.0985287731153235e-07,True,0.0011585053752262188,2,1.0000000000000004,,1.221641286243207,20,True,True,3.496588887596617e-07,True,0.000579218124929871
,,,,annual-sunspots,,4,1.2200282370903321,1.1484333225289664e-15,,,,,,dual persistent load below admissibility threshold,,20,False,,,False,3.496588887596617e-07
0.09424038351306882,0.3511920283142514,True,True,annual-sunspots,2.564505893498251,1,0.6391794394356609,0.003605200088899614,0.22447472379217595,True,1.2150311841545176,,0.9999999999999999,,1.0000000000000002,21,True,True,0.02115458405916485,True,0.47378763575274513
1.0914976856373404,0.0004510184500270684,True,True,annual-sunspots,2.007825463160075,2,1.2093524679056122,7.481452466908053e-05,0.0005454402756111992,True,0.04247471253655141,3,1.0,,1.2188162110907539,21,True,True,0.0004884631440455029,True,0.02115458405916485
1.0622762709785107,2.3862526245004113e-07,True,True,annual-sunspots,2.0001216253820586,3,1.2166699497519944,1.837969220869139e-08,2.90328186074648e-07,True,0.000976985697607522,2,1.0000000000000002,,1.216817927699471,21,True,True,2.534551273799961e-07,True,0.0004884631440455029
,,,,annual-sunspots,,4,1.214491212343478,1.1877909270951275e-15,,,,,,dual persistent load below admissibility threshold,,21,False,,,False,2.534551273799961e-07
0.112299711690858,0.36844591061435017,True,True,annual-sunspots,2.6257057554952263,1,0.6151174630586077,0.004010414154597068,0.2266375138114176,True,1.2500055889933244,,1.0000000000000002,,1.0,22,True,True,0.025451327459355046,True,0.47606461096306835
1.0674473742651962,0.0006535036855634198,True,True,annual-sunspots,2.008851313746292,2,1.204160295868656,9.560213692442365e-05,0.0007869231913593046,True,0.05112793260331246,3,1.0000000000000002,,1.2148186964482162,22,True,True,0.000691460459754856,True,0.025451327459355046
1.0507626022530983,4.781919971798079e-07,True,True,annual-sunspots,2.0001556725384835,3,1.2122407264757409,3.026420509601842e-08,5.796838140561357e-07,True,0.001383028560914743,2,1.0000000000000002,,1.2124294390668833,22,True,True,5.023880593087651e-07,True,0.000691460459754856
,,,,annual-sunspots,,4,1.2097057847494512,3.376414231716177e-15,,,,,,dual persistent load below admissibility threshold,,22,False,,,False,5.023880593087651e-07
0.09773564044503084,0.37536296736340447,True,True,annual-sunspots,2.6516512231833995,1,0.6054547025204247,0.0035310902890040375,0.2272652737421939,True,1.2641043915169825,,1.0000000000000002,,1.0,23,True,True,0.022211917080108574,True,0.47672347722992825
1.0911425272514035,0.0004974498716044345,True,True,annual-sunspots,2.0082709069221814,2,1.2070011026819105,8.350805571115708e-05,0.0006004225435555273,True,0.04460754685894994,3,1.0,,1.2169840964571625,23,True,True,0.0005383361816322263,True,0.022211917080108574
1.064100060882761,2.898452199273596e-07,True,True,annual-sunspots,2.0001358684572716,3,1.2146998606542891,2.2968388340508835e-08,3.520749482570755e-07,True,0.0010767455061709446,2,1.0,,1.214864900050404,23,True,True,3.0838241672807023e-07,True,0.0005383361816322263
,,,,annual-sunspots,,4,1.2124151164664236,1.8773026279077305e-15,,,,,,dual persistent load below admissibility threshold,,23,False,,,False,3.0838241672807023e-07
0.0893977221606785,0.3852409954493254,True,True,annual-sunspots,2.7130938774830615,1,0.5837391710658821,0.0032114979613602846,0.22488025934418449,True,1.2865909376731033,,1.0,,1.0000000000000002,24,True,True,0.020103782944272723,True,0.47421541449449367
1.103608822213779,0.00040727937933440685,True,True,annual-sunspots,2.00771297148189,2,1.2079984871945222,7.250037515302848e-05,0.0004919928741014874,True,0.04036262579307273,3,1.0000000000000002,,1.2173157450764194,24,True,True,0.00044603684666103503,True,0.020103782944272723
1.0703794345455262,1.989723524865906e-07,True,True,annual-sunspots,2.000118039913666,3,1.2155060906560708,1.7250367692099742e-08,2.418521063196175e-07,True,0.0008921263434729419,2,1.0000000000000002,,1.2156495688900715,24,True,True,2.129507774534044e-07,True,0.00044603684666103503
,,,,annual-sunspots,,4,1.2136845618377772,1.0358682812423288e-15,,,,,,dual persistent load below admissibility threshold,,24,False,,,False,2.129507774534044e-07
0.06834700663004631,0.39092137359449003,True,True,annual-sunspots,2.772693172712764,1,0.5641134153349806,0.0033377460868465707,0.2205239911858297,True,1.3020562155349742,,1.0,,0.9999999999999999,25,True,True,0.015072154687662176,True,0.4695998202574504
1.2290157620301077,0.00022892700864104702,True,True,annual-sunspots,2.0077350129693077,2,1.2071235014077022,7.305808544027732e-05,0.000276343172237572,True,0.030260892687308832,3,1.0,,1.2164606173466472,25,True,True,0.0002791953225334828,True,0.015072154687662176
1.1845343488950837,7.795930465606218e-08,True,True,annual-sunspots,2.0001190061339287,3,1.2137458961511383,1.7521666016225732e-08,9.46227860930918e-08,True,0.0005584238710229113,2,1.0000000000000002,,1.2138903393578102,25,True,True,9.233448581089749e-08,True,0.0002791953225334828
,,,,annual-sunspots,,4,1.2105831762211094,1.0431656233716934e-15,,,,,,dual persistent load below admissibility threshold,,25,False,,,False,9.233448581089749e-08
0.07772397058918973,0.3518971405725762,True,True,annual-sunspots,2.617776423393026,1,0.6181323856251176,0.0030944833819953636,0.2175190189967839,True,1.2209030254773199,,1.0000000000000004,,1.0,26,True,True,0.016906441835095435,True,0.4663893427135572
1.11956756064619,0.0002877361955119623,True,True,annual-sunspots,2.0066768178320045,2,1.2099358212114497,5.457096356782774e-05,0.00034814233000902435,True,0.03392576490251118,3,1.0,,1.2180143422780951,26,True,True,0.00032000350540773256,True,0.016906441835095435
1.0778552383477464,1.0241134634256567e-07,True,True,annual-sunspots,2.0000888932607364,3,1.2149752197536916,9.772293433509542e-09,1.2442724802783015e-07,True,0.0006400354569705078,2,1.0000000000000002,,1.2150832228626882,26,True,True,1.1037479454618953e-07,True,0.00032000350540773256
,,,,annual-sunspots,,4,1.21136222843577,3.2267546983308514e-16,,,,,,dual persistent load below admissibility threshold,,26,False,,,False,1.1037479454618953e-07
0.07580764234913949,0.2793525237276404,True,True,annual-sunspots,2.2907177004612107,1,0.7747627538095055,0.0030030516030887904,0.21643193056686194,True,1.0656933072258261,,1.0,,0.9999999999999999,27,True,True,0.016407194385346463,True,0.46522245277594027
1.0791943293196231,0.00027068458012669466,True,True,annual-sunspots,2.0055296229347412,2,1.2112944044776088,3.747666936522986e-05,0.0003278787172858362,True,0.03290511436906089,3,1.0,,1.217992405797332,27,True,True,0.000290514826459718,True,0.016407194385346463
1.044840222913256,8.440402006721086e-08,True,True,annual-sunspots,2.0000610870102107,3,1.2158503089133679,4.663647732599281e-09,1.0262265387224842e-07,True,0.0005810473996016063,2,1.0000000000000004,,1.2159245815736008,27,True,True,8.818332828592427e-08,True,0.000290514826459718
,,,,annual-sunspots,,4,1.2135299245094295,8.009896808242971e-17,,,,,,dual persistent load below admissibility threshold,,27,False,,,False,8.818332828592427e-08
0.11483157814702566,0.28400353414052387,True,True,annual-sunspots,2.309870948113091,1,0.7634339867148993,0.00384940798836158,0.21681795031002113,True,1.0755617123732075,,1.0000000000000004,,1.0,28,True,True,0.024897547404703117,True,0.46563714446983406
1.0213516372150235,0.00062401459279312,True,True,annual-sunspots,2.0066572137396195,2,1.2116817451135267,5.4749330948663284e-05,0.0007561070907718744,True,0.04996084310407165,3,1.0,,1.2197481694751429,28,True,True,0.0006331234876146949,True,0.024897547404703117
1.0196249230078063,4.008809667131659e-07,True,True,annual-sunspots,2.0000888525804807,3,1.2171143811185183,1.0204599311729658e-08,4.879179897032882e-07,True,0.0012663032298850273,2,1.0000000000000004,,1.2172225248720188,28,True,True,4.0871190971235625e-07,True,0.0006331234876146949
,,,,annual-sunspots,,4,1.2144068698251624,5.109369725923544e-16,,,,,,dual persistent load below admissibility threshold,,28,False,,,False,4.0871190971235625e-07
0.14733531568493777,0.3302005802524927,True,True,annual-sunspots,2.5146330342575185,1,0.6602259275892567,0.004376109564303597,0.2180069843877128,True,1.1741127934206854,,1.0,,1.0000000000000004,29,True,True,0.03212012786628495,True,0.466912180594716
1.0010120617571685,0.001040166834292181,True,True,annual-sunspots,2.008204127846171,2,1.2062586264277877,8.266362848498642e-05,0.0012547102167890266,True,0.06450377336802027,3,1.0000000000000002,,1.216154926414547,29,True,True,0.0010327467609070437,True,0.03212012786628495
1.0154917226728009,1.0667092589148377e-06,True,True,annual-sunspots,2.000134437782597,3,1.2127145769384835,2.2752018535889506e-08,1.2936138676412706e-06,True,0.002065632361998608,2,1.0,,1.2128776115971298,29,True,True,1.083088814867829e-06,True,0.0010327467609070437
