generation,environment,reward,maintenance,environment_match,world_coherent,organism_coherent,world_self_distance,world_self_corridor,self_mediator_strength,self_reference_reachable,organism_recurrent_coupling,policy_to_self_coupling,recurrent_rho,self_model_closure,self_model_action_used,self_model_action_intervention,action_source,chosen_candidate_index,candidate_count,prediction_error,persistence_baseline_error,policy_change_norm,memory_slots,mean_resource,retained_fraction,export_fraction,self_model_excess_export_norm,self_model_excess_exports_total
50,self_world_A,0.7436906979513926,0.5972470937633971,0.7375605187846491,True,True,0.9403005146132745,True,0.6091221083813723,True,1.4084748678142684,0.797725010997274,0.9932497898988041,True,True,True,self_model,3,5,0.015508276185839765,0.015755802600662106,0.07234140235568079,3,0.6114679957616876,0.9629414749356607,0.03705852506433918,0.0,0
51,self_world_A,0.6994651477403666,0.6102495624479212,0.6461027939224285,True,True,0.9430918339415243,True,0.6106280666097386,True,1.4083330102556484,0.7971291302217428,0.9932540727316985,True,True,True,self_model,3,5,0.007099599753771914,0.007225301322450422,0.11000000000000001,3,0.6246452030751993,0.9644388691354273,0.03556113086457266,0.0,0
52,self_world_A,0.7106357358597732,0.618320905588359,0.6632898144193924,True,True,0.9458881758312978,True,0.6119058716650942,True,1.4126451711910863,0.8070002962753886,0.9931938612112234,True,True,True,self_model,2,5,0.013551073578052521,0.011980207885540248,0.07763347404894885,3,0.6328208126432654,0.9652529741143863,0.03474702588561389,0.0,0
53,self_world_A,0.7247584904825352,0.6239588582185499,0.6879169674320634,True,True,0.947688432736677,True,0.612667871251108,True,1.4097526796482758,0.8026770295415878,0.9930894474233989,True,True,True,self_model,1,5,0.01512564961318924,0.013071395117660123,0.11,3,0.6384075427431734,0.9659418271197389,0.03405817288026099,0.0,0
54,self_world_A,0.7303180598511984,0.6268102434399437,0.6968699250214817,True,True,0.949144440391094,True,0.6132240470845864,True,1.410504103584382,0.7749505307957354,0.9931371596464256,True,True,True,self_model,1,5,0.00994572435274195,0.002746313543363033,0.09013680982040327,3,0.6412101117106523,0.966185971158388,0.033814028841612026,0.0,0
55,self_world_A,0.7542729318403572,0.629723542762943,0.7407175074333783,True,True,0.9498017592847484,True,0.6134759152863363,True,1.4116746029458562,0.8097309415352105,0.9931106135634351,True,True,True,self_model,2,5,0.028831857759501377,0.031962814665043776,0.11000000000000001,3,0.6440647644801981,0.9665414762769345,0.033458523723065625,0.0,0
56,self_world_B,0.8246582616075033,0.6037264838877118,0.8889100013010306,True,True,0.9229216527633618,True,0.362000917283397,True,1.4207689408374657,0.8093397925329394,0.993257435747433,True,True,False,self_model,0,5,0.007583156522606373,0.014503705314486711,0.10999999999999999,3,0.6175824509557503,0.964010120088536,0.03598987991146406,0.0,0
57,self_world_B,0.8273161472587267,0.5874943333418132,0.9022143705288981,True,True,0.9073956092547545,True,0.3631430874945269,True,1.4248417795534654,0.7162804716031225,0.9938009916587676,True,True,True,self_model,4,5,0.01184695606109438,0.015836270597626843,0.09855461517122746,3,0.6011335741312313,0.9622897352831727,0.037710264716827195,0.0,0
58,self_world_B,0.8413275590807769,0.5783843678213146,0.9340946858306832,True,True,0.8982319104859229,True,0.3638309119427111,True,1.4271186698425502,0.7285121652541234,0.9938520104063697,True,True,True,self_model,3,5,0.0034058623951129926,0.008209893643815832,0.08917093650555205,3,0.5920566458653289,0.9612247748733919,0.03877522512660823,0.0,0
59,self_world_B,0.8309526339302753,0.5720796866253693,0.9180920215972225,True,True,0.8932473570488422,True,0.36418831085298564,True,1.4366969415298456,0.6783144226496086,0.9938900717601487,True,True,True,self_model,4,5,0.01016657168532724,0.011117348662589026,0.09991869513786476,3,0.5858267790077364,0.960476201543981,0.039523798456018985,0.0,0
60,self_world_B,0.8312306977677006,0.5675397363092269,0.9211878250326364,True,True,0.889889971329973,True,0.3644331824621148,True,1.439630446755211,0.6740069687506229,0.9939746178997224,True,True,True,self_model,4,5,0.015133803503181484,0.014074658193372754,0.08580939068190405,3,0.581417914778352,0.959814746591588,0.04018525340841192,0.0,0
61,self_world_B,0.8309334308398902,0.5645014329900122,0.9222974807879238,True,True,0.8874170835081432,True,0.36457158409142754,True,1.4392982478437493,0.6703536333148908,0.9939944915099528,True,True,True,self_model,3,5,0.004321906322994674,0.004769612786160567,0.06874027468323268,3,0.5784913297083021,0.9593919479068539,0.04060805209314619,0.0,0
62,self_world_B,0.8264483397005062,0.5623945164482439,0.9150971758106684,True,True,0.8858073368633056,True,0.36466998568939496,True,1.4396063996001671,0.6681908927820058,0.993991411047854,True,True,True,self_model,3,5,0.009278320882299497,0.005275357032545614,0.035967316109820076,3,0.5764993705148775,0.959081055403312,0.04091894459668797,0.0,0
63,self_world_B,0.8241603764046814,0.5609613463446641,0.9118453321614535,True,True,0.8846911885676281,True,0.36473191203007777,True,1.4406891907039088,0.664945247555385,0.9939937310716488,True,True,True,self_model,2,5,0.0053955688119964795,0.0011038114201471667,0.0222042480212906,3,0.5751538224041416,0.9588706902683668,0.041129309731633326,0.0,0
64,self_world_C,0.5179812717735395,0.5432094042733896,0.3318445259914171,True,True,0.8493792718676593,True,0.2117674793242159,True,1.438165980325463,0.6490223605239228,0.993963082068645,True,True,True,self_model,3,5,0.009844872289101895,0.01166342963690523,0.11,3,0.5568828968309569,0.9567665290706489,0.043233470929351,0.0,0
