1.344206687042579229e-01,-8.440262561953310733e-03,1.362163919103873966e-01,7.570858187786177855e-03,-1.182457703412615434e-02,6.958763248535697610e-01,2.626537261999152204e-02,-7.270649392325968519e-01
1.538559873184441040e-01,4.011599149178093210e-02,1.422201955682017571e-01,5.364224134960045298e-02,-2.916814136278590708e-02,1.859332904608194947e-02,7.764162760635918634e-03,-4.080406991574935027e+00
5.695377622558481928e-02,-1.151219985288181452e-02,6.045908639716669059e-02,8.542138066125869178e-02,9.593234165004165676e-03,3.727279302184816623e-01,1.129436952172091849e-02,2.796187584155020445e-01
1.756253120965028947e-01,3.053475159570047046e-02,1.668757201554761371e-01,-4.018617411489701190e-03,-4.673222011046938157e-02,-4.877237309573462798e-01,-1.254433365635888344e-02,-2.120086270364552661e+00
3.181650263509212540e-01,-5.645379528254790974e-02,3.193599211652687342e-01,1.121357278187345013e-01,-4.535283092753663453e-02,8.557024386876521671e-01,2.589452357429764331e-02,-2.635144737455322073e+00
6.351672175586230151e-02,1.920805709200268038e-02,6.000373577530899311e-02,7.338983526623574227e-02,-7.933108512750036354e-03,-3.563439981627703479e-01,-1.170514007255062452e-02,-6.232029576372289936e-01
4.041996883474560653e-01,7.477934655110284046e-02,4.006574455566232484e-01,6.070974948472181859e-02,-5.845418447839613452e-02,-4.015501723229835535e-02,-9.119993977620879932e-03,5.181126352385668349e-02
3.054896692527499583e-02,5.817701607905377825e-01,-4.272959892293682477e-02,1.558073324525839111e-02,2.794233109682099300e-02,-1.764128825768009612e-01,5.577212315206456911e-02,3.800086059983422970e-01
2.889952828628599146e-01,-1.256278072998509750e-02,3.000313096710809369e-01,1.890317052157540131e-02,-4.022285670800034713e-02,6.785796048986704465e-02,-1.233514351767755340e-02,3.062796443426432300e-02
-6.778574299535085335e-02,3.124181296418516302e-02,-7.198938750291068722e-02,2.910471225878650814e-01,4.416993139652607148e-02,-8.398156126079066308e-02,1.312927258965070239e-02,1.042963697446891214e+00
5.755680726650774098e-02,-4.999360935360821351e-02,7.047865530544093760e-02,2.511406562245006580e-01,3.873467328125491244e-02,4.491578336821903245e-02,-2.768563816965549998e-02,7.154595516710656744e-01
-3.311876109501956517e-02,-1.382886436466152121e-02,-2.991556954179747096e-02,-1.083626368598662564e-02,8.259976607487345621e-03,1.969057456223114178e-01,1.932672180825633626e-03,-9.148711946532694927e-02
1.903568819881686774e-02,8.827010945840373102e-02,9.748528244781758459e-03,-1.105760160808055836e-02,-3.498763973464564386e-03,-1.397845121283558534e-02,9.828747965650009855e-01,-2.172546423821103412e-01
4.947228298462209503e-03,1.362708147738174620e-02,1.757350606224203403e-03,4.696636465569576507e-03,-3.317295325339673657e-03,-2.336363782552481616e-01,-1.298356411895205519e-04,2.311042611519547318e-01
-2.625715985798875510e-02,-4.283579512881891503e-03,-2.514032195707261927e-02,-7.323276744835557905e-03,6.654411706160083366e-03,4.910111114270918065e-02,2.446868995349322975e-03,8.006455227568644306e-02
1.314647912297010890e-01,3.024568065526954050e-02,1.257753716482666040e-01,2.737563433315799016e-02,-2.479615436968834324e-02,1.444305831715358701e-01,1.216772845828463989e-03,2.793162543225555794e-01
-1.004272615303275322e-02,-1.342947240087614090e-02,-7.577689925016299101e-03,-2.593227385122985618e-03,4.138288481907282691e-03,3.605535239019929672e-01,-6.178047059303411019e-04,-1.436655240264789191e-01
-1.758950260418420952e-02,5.881949812874992176e-03,-1.717786114546550683e-02,-9.525391573015403596e-03,4.966328025913923673e-03,-4.185802246842624807e-01,-1.651365663765855772e-03,-1.395033161587758419e-01
-1.022893573614754199e-02,-1.875179639376868893e-02,-1.510732175641262692e-03,5.421877788487438066e-01,8.290460468430820018e-02,-3.906577787134968976e-02,-1.455636558192584078e-02,1.758423249250957943e+00
